Class Name	Parent Class	YAML Class Name	Description	Flags	Slot Name	YAML Slot Name	Range	Card	Slot Description	URI
					automaticSetOff		Bool	0..1	The Automatic Set-Off provision applies when the value is set to True.	common_domain_model:automaticSetOff
					customElection	SecurityProviderRightsEvent_customElection	str	0..1	A custom Pledgor/Obligor/Chargor Rights Event election might be specified by the parties.	common_domain_model:customElection
SecurityProviderRightsEventElection		SecurityProviderRightsEventElection	A class to specify party specific Secured Party Rights Event language.							
					party	SecurityProviderRightsEventElection_party	CounterpartyRoleEnum	1..1	The elective party.	common_domain_model:party
					rightsEvent	SecurityProviderRightsEventElection_rightsEvent	Bool	1..1	If True, the Rights Event language applies for the specified Party.	common_domain_model:rightsEvent
Sellr		Sellr								
					acctOwnr		AcctOwnr	1..1		common_domain_model:acctOwnr
SensitivityMethodologies		SensitivityMethodologies	A class to specificy methodologies to compute sensitivities specific to the agreement.							
					partyElection	SensitivityMethodologies_partyElection	SensitivityMethodologiesPartyElection	1..*	Party specific elections for Sensitivity Methodology for Equity and Commodities.	common_domain_model:partyElection
SensitivityMethodologiesPartyElection		SensitivityMethodologiesPartyElection	A class to specificy methodologies to compute sensitivities specific to the agreement.							
					party	SensitivityMethodologiesPartyElection_party	CounterpartyRoleEnum	1..1	The party to which the election applies.	common_domain_model:party
					sensitivityToEquity		SensitivityToEquity	1..1	The methodology to compute sensitivities to equity indices, funds and ETFs for the purpose of Initial Margin agreements.	common_domain_model:sensitivityToEquity
					sensitivityToCommodity		SensitivityMethodology	1..1	The methodology to compute sensitivities to commodity indices for the purpose of Initial Margin agreements.	common_domain_model:sensitivityToCommodity
SensitivityMethodology		SensitivityMethodology	A class to specify the methodology according to which sensitivities are computed.							
					specifiedMethodology		SensitivitiesEnum	0..1	The methodology according to which sensitivities will be computed, when specified through a normalized election.	common_domain_model:specifiedMethodology
					customMethodology		str	0..1	The methodology according to which sensitivities will be computed, when specified through a custom election.	common_domain_model:customMethodology
SensitivityToEquity		SensitivityToEquity	Represents risk sensitivity calculated with respect to the value of an individual equity instrument.							
					sensitivityToIndices		SensitivityMethodology	1..1	Represents risk sensitivity calculated with respect to the level of an equity or market index.	common_domain_model:sensitivityToIndices
					sensitivityToFunds		SensitivityMethodology	1..1	Represents risk sensitivity calculated with respect to the value of a fund, such as a mutual fund or collective investment vehicle.	common_domain_model:sensitivityToFunds
					sensitivityToETFs		SensitivityMethodology	1..1	Represents risk sensitivity calculated with respect to the value of an exchange-traded fund (ETF).	common_domain_model:sensitivityToETFs
SettledEntityMatrix		SettledEntityMatrix	A class to specify the Relevant Settled Entity Matrix.							
					matrixSource		SettledEntityMatrixSourceEnum	1..1	Relevant settled entity matrix source.	common_domain_model:matrixSource
					publicationDate	SettledEntityMatrix_publicationDate	XSDDate	0..1	Specifies the publication date of the applicable version of the matrix. When this element is omitted, the Standard Terms Supplement defines rules for which version of the matrix is applicable.	common_domain_model:publicationDate
SettlementBase		SettlementBase	A base class to be extended by the SettlementTerms class.							
					settlementType		SettlementTypeEnum	1..1	Whether the settlement will be cash, physical, by election, ...	common_domain_model:settlementType
					transferSettlementType		TransferSettlementEnum	0..1	The qualification as to how the transfer will settle, e.g. a DvP settlement.	common_domain_model:transferSettlementType
					settlementCurrency		str	0..1	The settlement currency is to be specified when the Settlement Amount cannot be known in advance. The list of valid currencies is not presently positioned as an enumeration as part of the CDM because that scope is limited to the values specified by ISDA and FpML. As a result, implementers have to make reference to the relevant standard, such as the ISO 4217 standard for currency codes.	common_domain_model:settlementCurrency
					settlementDate	SettlementBase_settlementDate	SettlementDate	1..1	The date on which the settlement amount will be paid, subject to adjustment in accordance with any applicable business day convention. This component would not be present for a mandatory early termination provision where the cash settlement payment date is the mandatory early termination date.	common_domain_model:settlementDate
					settlementCentre		SettlementCentreEnum	0..1	Optional settlement centre as an enumerated list: Euroclear, Clearstream.	common_domain_model:settlementCentre
					settlementProvision		SettlementProvision	0..1	Optionally defines the parameters that regulate a settlement.	common_domain_model:settlementProvision
					standardSettlementStyle		StandardSettlementStyleEnum	0..1	Settlement Style.	common_domain_model:standardSettlementStyle
SettlementDate		SettlementDate	A data defining the settlement date(s) for cash or physical settlement as either a set of explicit dates, together with applicable adjustments, or as a date relative to some other (anchor) date, or as any date in a range of contiguous business days. This data type provides a level of abstraction on top of the different legacy methods used to specify a settlement / payment date, which vary across product types, asset classes and delivery types.							
					adjustableOrRelativeDate		AdjustableOrAdjustedOrRelativeDate	0..1	A single settlement date subject to adjustment or specified as relative to another date (e.g. the trade date). This attribute was formerly part of 'SettlementTerms', which is now being harmonised to include a common 'SettlementDate', as inherited from 'SettlementBase'.	common_domain_model:adjustableOrRelativeDate
					valueDate	SettlementDate_valueDate	XSDDate	1..1	The settlement date for a forward settling product. For Foreign Exchange contracts, this represents a common settlement date between both currency legs. To specify different settlement dates for each currency leg, see the ForeignExchange class. This attribute was formerly part of 'SettlementTerms', which is now being harmonised to include a common 'SettlementDate', as inherited from 'SettlementBase'.	common_domain_model:valueDate
					adjustableDates	SettlementDate_adjustableDates	AdjustableDates	0..1	A series of dates that shall be subject to adjustment if they would otherwise fall on a day that is not a business day in the specified business centers, together with the convention for adjusting the date. This attributes was formerly part of 'CashSettlementPaymentDate' as included into 'OptionCashSettlement' (which is now merged into a unique 'CashSettlementTerms' data type.	common_domain_model:adjustableDates
					businessDateRange		BusinessDateRange	0..1	A range of contiguous business days. This attribute is meant to be merged with the 'settlementDate' at some future point once we refactor 'Date' to use a single complex type across the model. This attributes was formerly part of 'CashSettlementPaymentDate', as included into 'OptionCashSettlement' (which is now merged into a unique 'CashSettlementTerms' data type.	common_domain_model:businessDateRange
					cashSettlementBusinessDays		int	0..1	The number of business days used in the determination of the cash settlement payment date. If a cash settlement amount is specified, the cash settlement payment date will be this number of business days following the calculation of the final price. If a cash settlement amount is not specified, the cash settlement payment date will be this number of business days after all conditions to settlement are satisfied. ISDA 2003 Term: Cash Settlement Date. This attribute was formerly part of 'CashSettlementTerms' as used for credit event settlement, which now includes a common 'SettlementDate' attribute.	common_domain_model:cashSettlementBusinessDays
					paymentDelay		Bool	0..1	Applicable to CDS on MBS to specify whether payment delays are applicable to the fixed Amount. RMBS typically have a payment delay of 5 days between the coupon date of the reference obligation and the payment date of the synthetic swap. CMBS do not, on the other hand, with both payment dates being on the 25th of each month.	common_domain_model:paymentDelay
SettlementPayout	PayoutBase	SettlementPayout	Represents a forward settling payout. The underlier attribute captures the underlying payout, which is settled according to the settlementTerms attribute (which is part of PayoutBase). Both FX Spot and FX Forward should use this component.							
					underlier	SettlementPayout_underlier	Underlier	1..1	The underlying financial product that will be physically or cash settled, which can be of any type, eg an asset such as cash or a security, or the cash settlement of an index rate.	common_domain_model:underlier
					deliveryTerm	SettlementPayout_deliveryTerm	str	0..1	Also called contract month or delivery month. However, it's not always a month. It is usually expressed using a code, e.g. Z23 would be the Dec 2023 contract, (Z = December). For crude oil, the corresponding contract might be called CLZ23.	common_domain_model:deliveryTerm
					delivery		AssetDeliveryInformation	0..1	Contains the information relative to the delivery of the asset.	common_domain_model:delivery
					schedule	SettlementPayout_schedule	CalculationSchedule	0..*	Allows the full representation of a payout by defining a set of schedule periods. It supports standard schedule customization by expressing all the dates, quantities, and pricing data in a non-parametric way.	common_domain_model:schedule
SettlementProvision		SettlementProvision	Defines parameters that regulate a settlement, for instance whether this settlement should be netted with other ones or broken-down into smaller amounts.							
					shapingProvisions		ShapingProvision	0..1	Defines the parameters that are necessary to 'shape' a settlement, i.e. break it down into smaller amounts.	common_domain_model:shapingProvisions
SettlementRateOption		SettlementRateOption	Defines the settlement rate option to use for fixing in case of cash settlement. Currently only applicable to foreign exchange fixing in case of cross-currency settlement.							
					settlementRateOption	SettlementRateOption_settlementRateOption	SettlementRateOptionEnum	1..1	The rate source for the conversion to the settlement currency. This source is specified through a scheme that reflects the terms of the Annex A to the 1998 FX and Currency Option Definitions.	common_domain_model:settlementRateOption
					priceSourceDisruption	SettlementRateOption_priceSourceDisruption	PriceSourceDisruption	0..1	An attribute defining the parameters to get a new quote when a settlement rate option is disrupted.	common_domain_model:priceSourceDisruption
SettlementTerms	SettlementBase	SettlementTerms	Specifies the settlement terms, which can either be cash, physical, or fx-based cash-settlement. This class can be used for the settlement of options and forwards, cash transactions (e.g. securities or foreign exchange), or in case of credit event.							
					cashSettlementTerms		CashSettlementTerms	0..*	Specifies the parameters associated with the cash settlement procedure.	common_domain_model:cashSettlementTerms
					physicalSettlementTerms		PhysicalSettlementTerms	0..1	Specifies the physical settlement terms which apply to the transaction.	common_domain_model:physicalSettlementTerms
ShapingProvision		ShapingProvision	Defines the applicable settlement limits that may require a settlement to be 'shaped', i.e. broken-down into smaller amounts.							
					shapeSchedule		Money	1..*	Defines applicable settlement limits in each currency.	common_domain_model:shapeSchedule
SimmCalculationCurrency		SimmCalculationCurrency	A class to specify the SIMM Calculation Currency elections by each party to the agreement.							
					partyElection	SimmCalculationCurrency_partyElection	CalculationCurrencyElection	1..*	The parties' SIMM Calculation Currency election.	common_domain_model:partyElection
SimmException		SimmException	A class to specify the SIMM exception to the regulatory regime clause.							
					standardisedException		ExceptionEnum	0..1	The Standard Initial Margin Model exception when specified by the party according to one of the enumerated values.	common_domain_model:standardisedException
					simmExceptionApplicable		SimmExceptionApplicableEnum	0..1	The Standard Initial Margin model exception approach applicable when specified by the party according to one of the enumerated values.	common_domain_model:simmExceptionApplicable
					asSpecified	SimmException_asSpecified	str	0..1	The Standard Initial Margin Model exception when specified as a customized approach by the party.	common_domain_model:asSpecified
SimmVersion		SimmVersion	A class to specify the ISDA SIMM version that applies to the ISDA 2018 CSA for Initial Margin.							
					isSpecified	SimmVersion_isSpecified	Bool	1..1	A boolean attribute to determine whether the SIMM version is specified for the purpose of the legal agreement.	common_domain_model:isSpecified
					partyVersion		CounterpartyRoleEnum	0..1	The party which the specified SIMM version applies to.	common_domain_model:partyVersion
					asSpecified	SimmVersion_asSpecified	str	0..1	The SIMM version exception when specified as a customized approach by the party.	common_domain_model:asSpecified
SinglePostingParty		SinglePostingParty	Where only a single  party is explicitly designated to post collateral, the party which is specified as the sole poster of collateral.							
					party	SinglePostingParty_party	CounterpartyRoleEnum	0..1	The party acting as the Single Posting Party.	common_domain_model:party
					other		str	0..1	Utilised where the clause data structure is not able to capture a material aspect of the clause.	common_domain_model:other
SingleValuationDate		SingleValuationDate	A class to specify the number of business days after satisfaction of all conditions to settlement.							
					businessDays		int	0..1	A number of business days. Its precise meaning is dependant on the context in which this element is used. ISDA 2003 Term: Business Day.	common_domain_model:businessDays
Sngl		Sngl								
					isin		str	1..1		common_domain_model:isin
					indx		Indx	1..1		common_domain_model:indx
SovereignAgencyRating		SovereignAgencyRating								
					sovereignAgencyRating		AgencyRatingCriteria	1..1	Represents an agency rating based on default risk of the country of the issuer.	common_domain_model:sovereignAgencyRating
SpecialPurposeVehicleIssuerType		SpecialPurposeVehicleIssuerType	Represents a class to allow specification of different types of special purpose vehicle (SPV) collateral.							
					creditRisk		CreditRiskEnum	0..1	Indicates tranched or untranched credit risk.	common_domain_model:creditRisk
SpecificAsset	Asset	SpecificAsset	A single, specifically identified Asset chosen from the Asset data type							
SpecificInconvertibility		SpecificInconvertibility								
					specificInconvertibilityIsApplicable		Bool	1..1		common_domain_model:specificInconvertibilityIsApplicable
					minimumAmount		Quantity	0..1		common_domain_model:minimumAmount
					relevantClass		str	0..*		common_domain_model:relevantClass
					localSubstituteProvisionType		FxSubstitutionProvisionTypeEnum	0..1		common_domain_model:localSubstituteProvisionType
					maximumDaysOfDisruption	SpecificInconvertibility_maximumDaysOfDisruption	ValuationPostponement	0..1	Specifies how long to wait to get a quote from a settlement rate option upon a price source disruption.	common_domain_model:maximumDaysOfDisruption
					nonDeliverableSubstitute		NonDeliverableSubstitute	0..1		common_domain_model:nonDeliverableSubstitute
					escrowArrangement	SpecificInconvertibility_escrowArrangement	EscrowArrangement	0..1	Refers to the segregation deposit procedure parties may want to commmit into during the time a Disruption Event is effective	common_domain_model:escrowArrangement
SpecificNonTransferability		SpecificNonTransferability								
					specificNonTransferabilityIsApplicable		Bool	1..1		common_domain_model:specificNonTransferabilityIsApplicable
					relevantClass		str	0..*		common_domain_model:relevantClass
					localSubstituteProvisionType		FxSubstitutionProvisionTypeEnum	0..1		common_domain_model:localSubstituteProvisionType
					maximumDaysOfDisruption		ValuationPostponement	0..1		common_domain_model:maximumDaysOfDisruption
					nonDeliverableSubstitute		NonDeliverableSubstitute	0..1		common_domain_model:nonDeliverableSubstitute
					escrowArrangement		EscrowArrangement	0..1		common_domain_model:escrowArrangement
SpecifiedConditionOrAccessCondition		SpecifiedConditionOrAccessCondition	Specifies the events elected by the parties that are deemed an Access Condition (for Initial Margin CSA) or a Specified Condition (for Variation Margin and Legacy CSA), which, if triggered, may temporarily or permanently suspend rights to rehypothecate, transfer, or substitute collateral.							
					isApplicable	SpecifiedConditionOrAccessCondition_isApplicable	Bool	1..1	Indicates whether events that could temporarily or permanently suspend rights to rehypothecate, transfer or substitute collateral are applicable. If applicable,'True'. If not applicable,'False'.	common_domain_model:isApplicable
					partyElection	SpecifiedConditionOrAccessCondition_partyElection	SpecifiedOrAccessConditionPartyElection	1..*	The party specific elections.	common_domain_model:partyElection
					additionalLanguage	SpecifiedConditionOrAccessCondition_additionalLanguage	str	0..1	The additional language that might be specified by the parties to the legal agreement.	common_domain_model:additionalLanguage
SpecifiedCurrency		SpecifiedCurrency								
					applicable	SpecifiedCurrency_applicable	Bool	1..1	Indicates whether the specified currency provision is applicable.	common_domain_model:applicable
					currency	SpecifiedCurrency_currency	str	0..1	The currency in which the specified currency is denominated. The list of valid currencies is not presently positioned as an enumeration as part of the CDM because that scope is limited to the values specified by ISDA and FpML. As a result, implementers have to make reference to the relevant standard, such as the ISO 4217 standard for currency codes.	common_domain_model:currency
SpecifiedEntities		SpecifiedEntities	A provision that allows each party to specify its Specified Entities for certain Events of Default and Termination Events.							
					specifiedEntityClause		SpecifiedEntityClauseEnum	1..1	The Event of Default or Termination event for which Specified Entities terms are being defined.	common_domain_model:specifiedEntityClause
					specifiedEntity		SpecifiedEntity	1..*	The party specific election of Specified Entities for the Event of Default or Termination Event specified.	common_domain_model:specifiedEntity
SpecifiedEntity		SpecifiedEntity	The party specific election of Specified Entities for the Event of Default or Termination Event specified.							
					party	SpecifiedEntity_party	Party	1..1	The elective party.	common_domain_model:party
					specifiedEntityTerms		SpecifiedEntityTermsEnum	1..1	The specified entity terms for the Event of Default or Termination Event specified.	common_domain_model:specifiedEntityTerms
					specifiedEntity	SpecifiedEntity_specifiedEntity	LegalEntity	1..*	The specified entities for the Event of Default or Termination Event specified.	common_domain_model:specifiedEntity
					materialSubsidiaryTerms		str	0..1	The meaning of Material Subsidiary for the Event of Default or Termination Event specified.	common_domain_model:materialSubsidiaryTerms
					otherSpecifiedEntityTerms		str	0..1	The non standard terms for the Event of Default or Termination Event specified.	common_domain_model:otherSpecifiedEntityTerms
SpecifiedOrAccessConditionPartyElection		SpecifiedOrAccessConditionPartyElection	The party specific elections in respect to the Specified Condition and Access Condition clause.							
					party	SpecifiedOrAccessConditionPartyElection_party	CounterpartyRoleEnum	1..1	Identifies the party making the election.	common_domain_model:party
					specifiedOrAccessCondition		CSASpecifiedOrAccessConditionEnum	0..*	Specifies events that may temporarily or permanently suspend a partys rights to rehypothecate, transfer, or substitute collateral.	common_domain_model:specifiedOrAccessCondition
					additionalTerminationEvent		AdditionalTerminationEventEnum	0..*	Specifies events that may lead to the early termination of the Master Agreement, including suspension of the affected party's rights to rehypothecate, transfer, or substitute collateral.	common_domain_model:additionalTerminationEvent
					specifiedAdditionalTerminationEvent		str	0..*	Specifies any bespoke Additional Termination Event(s) that are set out in the related Specified Condition clause.	common_domain_model:specifiedAdditionalTerminationEvent
SpinOff		SpinOff	Defines the underlier for both the Parent Company and the Child Compagny involved in Spin Off corporate action, as well as th respective price observation for each.							
					parentSecurity		Security	1..1	Defines the underlier for the Parent Company involved in Spin Off corporate action.	common_domain_model:parentSecurity
					parentSecurityPrice		Price	1..1	The price observation that relates to underlier for the Parent Company.	common_domain_model:parentSecurityPrice
					childSecurity		Security	1..1	Defines the underlier for the Child Company involved in Spin Off corporate action.	common_domain_model:childSecurity
					childSecurityPrice		Price	1..1	The price observation that relates to underlier for the Child Company.	common_domain_model:childSecurityPrice
SplitInstruction		SplitInstruction	Specifies instructions for a split, consisting of a breakdown of instructions to be applied to each branch of the split. This instruction can be used to duplicate a trade, as in a clearing scenario, or to split a trade into smaller quantities (in which case each breakdown instruction needs to include a quantity change), as in an allocation.							
					breakdown		PrimitiveInstruction	1..*	Each split breakdown specifies the set of primitive instructions to be applied to a single branch of that split. N split breakdowns result in N output trades, which include the original trade. Instructions for how to handle the original trade (e.g. if it must be closed) must be specified in one of the breakdowns.	common_domain_model:breakdown
SpreadSchedule	RateSchedule	SpreadSchedule	Adds an optional spread type element to the Schedule to identify a long or short spread value.							
					spreadScheduleType		SpreadScheduleTypeEnum	0..1	An element which purpose is to identify a long or short spread value.	common_domain_model:spreadScheduleType
StandardizedSchedule		StandardizedSchedule								
					assetClass		StandardizedScheduleAssetClassEnum	1..1		common_domain_model:assetClass
					productClass		StandardizedScheduleProductClassEnum	1..1		common_domain_model:productClass
					notional		Decimal	1..1		common_domain_model:notional
					notionalCurrency		str	1..1		common_domain_model:notionalCurrency
					durationInYears		Decimal	0..1		common_domain_model:durationInYears
StandardizedScheduleInitialMargin		StandardizedScheduleInitialMargin								
					tradeInfo		StandardizedScheduleTradeInfo	0..*		common_domain_model:tradeInfo
					netInitialMargin		Money	1..1		common_domain_model:netInitialMargin
StandardizedScheduleTradeInfo		StandardizedScheduleTradeInfo								
					assetClass	StandardizedScheduleTradeInfo_assetClass	StandardizedScheduleAssetClassEnum	1..1		common_domain_model:assetClass
					productClass	StandardizedScheduleTradeInfo_productClass	StandardizedScheduleProductClassEnum	1..1		common_domain_model:productClass
					grossInitialMargin		Money	0..1		common_domain_model:grossInitialMargin
					markToMarketValue		Money	0..1		common_domain_model:markToMarketValue
State		State	Defines the state of a trade at a point in the Trade's life cycle. Trades have many state dimensions, all of which are represented here. For example, states useful for position keeping are represented alongside those needed for regulatory reporting.							
					closedState		ClosedState	0..1	Represents the qualification of what led to the trade's closure alongside the dates on which this closure took effect.	common_domain_model:closedState
					positionState		PositionStatusEnum	0..1	Identifies the state of the position, to distinguish if just executed, formed, already settled, closed, etc.	common_domain_model:positionState
StockSplitInstruction		StockSplitInstruction	Data required to perform a stock split business event.							
					adjustmentRatio		Decimal	1..1	The number that denotes the cumulative quantity of post-split shares issued to shareholders versus the quantity of pre-split shares previously issued to shareholders.  This number will be multiplied by existing shares in an equity derivative contract or other positions to determine the post-split number of shares.  With regard to any reference to price, the pre-split reference price will be divided by this number to determine the post-split reference price.	common_domain_model:adjustmentRatio
					effectiveDate	StockSplitInstruction_effectiveDate	XSDDate	1..1	The effective date of the stock split, also known as the ex-date. This is the date on which the additional shares are paid to the shareholders, or in the case of a reverse stock split, the number shares held by each shareholder is proportionally reduced.  Equity derivative transactions can be amended in firms' internal systems on such date.   In most markets, the listed stock price is reduced (or increased for a reverse stock split) to account for the split on the same date, but in some markets the price adjustment occurs on a later date.  In either case, equity derivative transactions should be amended on the date that the stocks are paid to the shareholders (or consolidated).	common_domain_model:effectiveDate
StrategyFeature		StrategyFeature	A class for defining option strategy features.							
					strikeSpread		StrikeSpread	0..1	Definition of the upper strike in a strike spread.	common_domain_model:strikeSpread
					calendarSpread		CalendarSpread	0..1	Definition of the later expiration date in a calendar spread.	common_domain_model:calendarSpread
Strike		Strike	A class describing a single cap or floor rate.							
					strikeRate		Decimal	1..1	The rate for a cap or floor.	common_domain_model:strikeRate
					buyer	Strike_buyer	PayerReceiverEnum	1..1	The buyer of the option.	common_domain_model:buyer
					seller	Strike_seller	PayerReceiverEnum	1..1	The party that has sold.	common_domain_model:seller
StrikeSchedule	RateSchedule	StrikeSchedule	A class describing a schedule of cap or floor rates.							
					buyer	StrikeSchedule_buyer	PayerReceiverEnum	1..1	The buyer of the option.	common_domain_model:buyer
					seller	StrikeSchedule_seller	PayerReceiverEnum	1..1	The party that has sold.	common_domain_model:seller
StrikeSpread		StrikeSpread	A class for defining a strike spread feature.							
					upperStrike		OptionStrike	1..1	Upper strike in a strike spread.	common_domain_model:upperStrike
					upperStrikeNumberOfOptions		Decimal	1..1	Number of options at the upper strike price in a strike spread.	common_domain_model:upperStrikeNumberOfOptions
StubCalculationPeriodAmount		StubCalculationPeriodAmount	A data defining:  how the initial or final stub calculation period amounts is calculated. For example, the rate to be applied to the initial or final stub calculation period may be the linear interpolation of two different tenors for the floating rate index specified in the calculation period amount component, e.g. A two month stub period may used the linear interpolation of a one month and three month floating rate. The different rate tenors would be specified in this component. Note that a maximum of two rate tenors can be specified. If a stub period uses a single index tenor and this is the same as that specified in the calculation period amount component then the initial stub or final stub component, as the case may be, must not be included.							
					calculationPeriodDatesReference		CalculationPeriodDates	1..1	A pointer style reference to the associated calculation period dates component defined elsewhere in the document.	common_domain_model:calculationPeriodDatesReference
					initialStub		StubValue	0..1	Specifies how the initial stub amount is calculated. A single floating rate tenor different to that used for the regular part of the calculation periods schedule may be specified, or two floating tenors may be specified. If two floating rate tenors are specified then Linear Interpolation (in accordance with the 2000 ISDA Definitions, Section 8.3. Interpolation) is assumed to apply. Alternatively, an actual known stub rate or stub amount may be specified.	common_domain_model:initialStub
					finalStub		StubValue	0..1	Specifies how the final stub amount is calculated. A single floating rate tenor different to that used for the regular part of the calculation periods schedule may be specified, or two floating tenors may be specified. If two floating rate tenors are specified then Linear Interpolation (in accordance with the 2000 ISDA Definitions, Section 8.3. Interpolation) is assumed to apply. Alternatively, an actual known stub rate or stub amount may be specified.	common_domain_model:finalStub
StubFloatingRate		StubFloatingRate	A class defining a floating rate.							
					floatingRateIndex	StubFloatingRate_floatingRateIndex	FloatingRateIndexEnum	1..1	The floating rate index.	common_domain_model:floatingRateIndex
					indexTenor	StubFloatingRate_indexTenor	Period	0..1	The ISDA Designated Maturity, i.e. the tenor of the floating rate.	common_domain_model:indexTenor
					floatingRateMultiplierSchedule	StubFloatingRate_floatingRateMultiplierSchedule	Schedule	0..1	A rate multiplier or multiplier schedule to apply to the floating rate. A multiplier schedule is expressed as explicit multipliers and dates. In the case of a schedule, the step dates may be subject to adjustment in accordance with any adjustments specified in the calculationPeriodDatesAdjustments. The multiplier can be a positive or negative decimal. This element should only be included if the multiplier is not equal to 1 (one) for the term of the stream.	common_domain_model:floatingRateMultiplierSchedule
					spreadSchedule	StubFloatingRate_spreadSchedule	SpreadSchedule	0..*	The ISDA Spread or a Spread schedule expressed as explicit spreads and dates. In the case of a schedule, the step dates may be subject to adjustment in accordance with any adjustments specified in calculationPeriodDatesAdjustments. The spread is a per annum rate, expressed as a decimal. For purposes of determining a calculation period amount, if positive the spread will be added to the floating rate and if negative the spread will be subtracted from the floating rate. A positive 10 basis point (0.1%) spread would be represented as 0.001.	common_domain_model:spreadSchedule
					rateTreatment		RateTreatmentEnum	0..1	The specification of any rate conversion which needs to be applied to the observed rate before being used in any calculations. The two common conversions are for securities quoted on a bank discount basis which will need to be converted to either a Money Market Yield or Bond Equivalent Yield. See the Annex to the 2000 ISDA Definitions, Section 7.3. Certain General Definitions Relating to Floating Rate Options, paragraphs (g) and (h) for definitions of these terms.	common_domain_model:rateTreatment
					capRateSchedule	StubFloatingRate_capRateSchedule	StrikeSchedule	0..*	The cap rate or cap rate schedule, if any, which applies to the floating rate. The cap rate (strike) is only required where the floating rate on a swap stream is capped at a certain level. A cap rate schedule is expressed as explicit cap rates and dates and the step dates may be subject to adjustment in accordance with any adjustments specified in calculationPeriodDatesAdjustments. The cap rate is assumed to be exclusive of any spread and is a per annum rate, expressed as a decimal. A cap rate of 5% would be represented as 0.05.	common_domain_model:capRateSchedule
					floorRateSchedule	StubFloatingRate_floorRateSchedule	StrikeSchedule	0..*	The floor rate or floor rate schedule, if any, which applies to the floating rate. The floor rate (strike) is only required where the floating rate on a swap stream is floored at a certain strike level. A floor rate schedule is expressed as explicit floor rates and dates and the step dates may be subject to adjustment in accordance with any adjustments specified in calculationPeriodDatesAdjustments. The floor rate is assumed to be exclusive of any spread and is a per annum rate, expressed as a decimal. A floor rate of 5% would be represented as 0.05.	common_domain_model:floorRateSchedule
StubPeriod		StubPeriod	 A class defining how the initial or final stub calculation period amounts is calculated. For example, the rate to be applied to the initial or final stub calculation period may be the linear interpolation of two different tenors for the floating rate index specified in the calculation period amount component, e.g. A two month stub period may used the linear interpolation of a one month and three month floating rate. The different rate tenors would be specified in this component. Note that a maximum of two rate tenors can be specified. If a stub period uses a single index tenor and this is the same as that specified in the calculation period amount component then the initial stub or final stub component, as the case may be, must not be included.							
					calculationPeriodDatesReference		CalculationPeriodDates	1..1	A pointer style reference to the associated calculation period dates component defined elsewhere in the document.	common_domain_model:calculationPeriodDatesReference
					initialStub		StubValue	0..1	Specifies how the initial stub amount is calculated. A single floating rate tenor different to that used for the regular part of the calculation periods schedule may be specified, or two floating tenors may be specified. If two floating rate tenors are specified then Linear Interpolation (in accordance with the 2000 ISDA Definitions, Section 8.3. Interpolation) is assumed to apply. Alternatively, an actual known stub rate or stub amount may be specified.	common_domain_model:initialStub
					finalStub		StubValue	0..1	Specifies how the final stub amount is calculated. A single floating rate tenor different to that used for the regular part of the calculation periods schedule may be specified, or two floating tenors may be specified. If two floating rate tenors are specified then Linear Interpolation (in accordance with the 2000 ISDA Definitions, Section 8.3. Interpolation) is assumed to apply. Alternatively, an actual known stub rate or stub amount may be specified.	common_domain_model:finalStub
StubValue		StubValue	A type defining how a stub calculation period amount is calculated. A single floating rate tenor different to that used for the regular part of the calculation periods schedule may be specified, or two floating rate tenors many be specified. If two floating rate tenors are specified then Linear Interpolation (in accordance with the 2000 ISDA Definitions, Section 8.3 Interpolation) is assumed to apply. Alternatively, an actual known stub rate or stub amount may be specified.							
					floatingRate		StubFloatingRate	0..*	The rates to be applied to the initial or final stub may be the linear interpolation of two different rates. While the majority of the time, the rate indices will be the same as that specified in the stream and only the tenor itself will be different, it is possible to specift two different rates. For example, a 2 month stub period may use the linear interpolation of a 1 month and 3 month rate. The different rates would be specified in this component. Note that a maximum of two rates can be specified. If a stub period uses the same floating rate index, including tenor, as the regular calculation periods then this should not be specified again within this component, i.e. the stub calculation period amount component may not need to be specified even if there is an initial or final stub period. If a stub period uses a different floating rate index compared to the regular calculation periods then this should be specified within this component. If specified here, they are likely to have id attributes, allowing them to be referenced from within the cashflows component.	common_domain_model:floatingRate
					stubRate		Decimal	0..1	An actual rate to apply for the initial or final stub period may have been agreed between the principal parties (in a similar way to how an initial rate may have been agreed for the first regular period). If an actual stub rate has been agreed then it would be included in this component. It will be a per annum rate, expressed as a decimal. A stub rate of 5% would be represented as 0.05.	common_domain_model:stubRate
					stubAmount		Money	0..1	An actual amount to apply for the initial or final stub period may have been agreed between the two parties. If an actual stub amount has been agreed then it would be included in this component.	common_domain_model:stubAmount
SubstitutedRegime		SubstitutedRegime	A class to specify each party's election with respect to the Substituted Regimes that will be applicable...							
					regime	SubstitutedRegime_regime	RegulatoryRegimeEnum	1..1	The applicable regulatory regime, as specified through an enumeration.	common_domain_model:regime
					additionalRegime		str	0..1	The additional regulatory regime as specified by the parties.	common_domain_model:additionalRegime
					regimeTerms	SubstitutedRegime_regimeTerms	SubstitutedRegimeTerms	1..*	Specifies the applicability of the Substituted Regime as denoted in the Substituted Regime Table as part of certain legal agreements, such as the ISDA 2016 and 2018 CSA for Initial Margin.	common_domain_model:regimeTerms
